	1500	1510	1520	1530	1540	1550	1560	1570	1580	1590	1600	1610	1620	1630	1640	1650	1660	1670	1680	1690	1700	1710	1720	1730	1740	1750	1760	1770	1780	1790	1800	1810	1820	1830	1840	1850	1860	1870	1880	1890	1900	1910	1920	1930	1940	1950	1960	1970	1980	1990	2000	2010	2020	2030	2040	2050	2060	2070	2080	2090	2100	2110	2120	2130	2140	2150	2160	2170	2180	2190	2200	2210	2220	2230	2240	2250	2260	2270	2280	2290	2300	2310	2320	2330	2340	2350	2360	2370	2380	2390	2400	2410	2420	2430	2440	2450	2460	2470	2480	2490	2500
Al(g)	8.544855794840466e-25	1.650083390673745e-24	3.152454008789989e-24	5.959643802421725e-24	1.115079231061001e-23	2.0653255441081862e-23	3.7874812483644863e-23	6.87815326500348e-23	1.2371752079847297e-22	2.204477413799038e-22	3.8919815469605437e-22	6.809272232954617e-22	1.180777700127097e-21	2.0297588308232393e-21	3.459390378496438e-21	5.846584284009475e-21	9.799857369505496e-21	1.6293648161550098e-20	2.6875891173240683e-20	4.398626690872694e-20	7.144035383944486e-20	1.1516056388160676e-19	1.842714220504628e-19	2.9272879966030277e-19	4.617260292696618e-19	7.232223717366115e-19	1.1250817143377547e-18	1.738505796970142e-18	2.668715356455666e-18	4.0701988163224625e-18	6.168343400145568e-18	9.289929052864734e-18	1.3905854357955774e-17	2.0690643543381525e-17	3.06048408425491e-17	4.500844179341308e-17	6.581617732325e-17	9.570892664701111e-17	1.3842000164998116e-16	1.991207814242628e-16	2.8493750455262673e-16	4.056403449373525e-16	5.745576877386958e-16	8.097833719853427e-16	1.135763284767031e-15	1.5853709322386719e-15	2.202610498442847e-15	3.0461216567232998e-15	4.1937044751996026e-15	5.748136882941585e-15	7.844623376764483e-15	1.0660294353218896e-14	1.442627346953298e-14	1.9442949077776406e-14	2.6099228901086988e-14	3.4896729229779433e-14	4.6480056238730846e-14	6.167458362981594e-14	8.153342469982496e-14	1.0739564622406081e-13	1.4095818555957007e-13	1.8436442183917836e-13	2.4031292936436646e-13	3.121906204237444e-13	4.0423528190887673e-13	5.217334437106936e-13	6.712606079881649e-13	8.609721409555986e-13	1.1009546100750224e-12	1.4036490703968272e-12	1.78435979935282e-12	2.261864289312792e-12	2.85914297663362e-12	3.60425026556361e-12	4.531351952550278e-12	5.681958235860249e-12	7.106386179713735e-12	8.865490873161033e-12	1.1032710673543603e-11	1.3696478955604292e-11	1.6963062815566896e-11	2.0959898333814058e-11	2.5839502424419016e-11	3.1784053155568536e-11	3.9010743890974835e-11	4.777803187813263e-11	5.839291921596542e-11	7.121942371755125e-11	8.668841931474663e-11	1.0530905063100959e-10	1.2768195450752454e-10	1.5451455297039916e-10	1.8663871777365548e-10	2.2503114668314745e-10	2.708368365602052e-10	3.253960885846769e-10	3.902755371959089e-10	4.673037571448938e-10	5.586120731108772e-10	6.666812743640602e-10	7.94395023728838e-10
AlO(g)	7.426756932316606e-21	1.325026771209037e-20	2.3412212201671063e-20	4.097611775293825e-20	7.10503771927942e-20	1.2207433106499354e-19	2.078635850453339e-19	3.5083334061640214e-19	5.870331131683645e-19	9.739422384685257e-19	1.6024368343895374e-18	2.6150062693039606e-18	4.2332545344983676e-18	6.799083674964858e-18	1.083587747681968e-17	1.7138691738542805e-17	2.6906189142288576e-17	4.193219682303688e-17	6.488179075931183e-17	9.968634324062319e-17	1.5210480702204589e-16	2.3051567425360425e-16	3.4702683693184243e-16	5.190206227812359e-16	7.712906307129593e-16	1.138978183311852e-15	1.6715823840760589e-15	2.4384027553387667e-15	3.5358819158996302e-15	5.0974533942434045e-15	7.306673268554731e-15	1.041463201219373e-14	1.4762914368421003e-14	2.0813711702381106e-14	2.918910650438604e-14	4.0722058238441145e-14	5.652224179606412e-14	7.8060645555128e-14	1.0727774979919523e-13	1.4672120594654245e-13	1.997202545646909e-13	2.706056917928468e-13	3.649860606924106e-13	4.900929526544367e-13	6.552109066172378e-13	8.722104492026973e-13	1.1562063926851176e-12	1.5263676733492193e-12	2.006909852024173e-12	2.6283070022918622e-12	3.4287661809320025e-12	4.4560151213520966e-12	5.769462337738718e-12	7.442798612154415e-12	9.567120009722061e-12	1.2254665294923531e-11	1.5643275088464185e-11	1.9901696511450843e-11	2.5235875634589396e-11	3.1896401030055896e-11	4.018728538265364e-11	5.0476298751864925e-11	6.320709701428764e-11	7.891342261604348e-11	9.823569242204638e-11	1.2194032959782584e-10	1.5094224357666287e-10	1.863309147737799e-10	2.2940059938510822e-10	2.8168523498082994e-10	3.449987003643387e-10	4.2148116407213093e-10	5.136523457673294e-10	6.244726145339857e-10	7.574129586999032e-10	9.165349843794154e-10	1.1065822356108529e-09	1.3330842790426798e-09	1.6024751619874997e-09	1.922228035817198e-09	2.301007938754744e-09	2.7488449548785873e-09	3.2773302115104337e-09	3.899837447149815e-09	4.6317731789420944e-09	5.490858824694262e-09	6.49744849219613e-09	7.674886540754315e-09	9.0499094492585e-09	1.0653096994802704e-08	1.2519378259074745e-08	1.4688598539745267e-08	1.720615385447099e-08	2.0123700389519773e-08	2.349994696720216e-08	2.7401539390140617e-08	3.1904046369959865e-08	3.709305766715898e-08	4.306540606178416e-08	4.9930525845047737e-08	5.781196167414602e-08
AlO2(g)	2.4862805184719e-21	4.3646909147690775e-21	7.589792711728932e-21	1.3075394905546896e-20	2.2320409550085966e-20	3.7761087598291027e-20	6.332176101387144e-20	1.0526826103261494e-19	1.7351874550660404e-19	2.836397368616095e-19	4.598598256315362e-19	7.395820774908695e-19	1.1800853250008753e-18	1.868396431998412e-18	2.935719667837978e-18	4.578364055150907e-18	7.087865066400762e-18	1.0894017946223036e-17	1.662590882929423e-17	2.5197851449740632e-17	3.792954334350022e-17	5.671291042281826e-17	8.424221617953516e-17	1.243293215929527e-16	1.8233279894699073e-16	2.6573829616289937e-16	3.849385612144171e-16	5.542753975014843e-16	7.934231571043142e-16	1.1292149265630902e-15	1.5980391804695452e-15	2.248967371704365e-15	3.147812847366653e-15	4.3823699493994294e-15	6.069140686870418e-15	8.361926662455237e-15	1.1462747926191036e-14	1.5635650276467494e-14	2.122408064364014e-14	2.867264925501434e-14	3.8554260254896244e-14	5.1603782604925114e-14	6.87596540020138e-14	9.121506614595641e-14	1.2048067424537903e-13	1.5846111182857817e-13	2.0754797878684403e-13	2.7073241161561723e-13	3.517408459875915e-13	4.551981495432755e-13	5.868229441090894e-13	7.53660659025601e-13	9.64360669108099e-13	1.229504780888891e-12	1.5619953489077744e-12	1.9775124404894933e-12	2.4950507341972314e-12	3.1375482465759314e-12	3.9326205476857e-12	4.913415863388847e-12	6.119608388015451e-12	7.598549263143886e-12	9.406597036933646e-12	1.1610652025925415e-11	1.428992188194113e-11	1.7537948847772362e-11	2.1464932696536382e-11	2.6200387223976826e-11	3.189617243704489e-11	3.872994929611478e-11	4.6909109066673516e-11	5.6675235068451135e-11	6.830916092991126e-11	8.213669642368092e-11	9.853509963969873e-11	1.1794038272022004e-10	1.4085554771420678e-10	1.6785985939586634e-10	1.9961927322971844e-10	2.3689814915801054e-10	2.805723956526929e-10	3.316442036392905e-10	3.912585466041535e-10	4.6072164159258645e-10	5.415215860569496e-10	6.353514078067574e-10	7.441347898412294e-10	8.700547588281526e-10	1.0155856556624062e-09	1.1835287391534403e-09	1.3770518097266711e-09	1.5997332793828242e-09	1.8556111573684208e-09	2.149237468422921e-09	2.485738672466419e-09	2.8708827115848518e-09	3.311153372615299e-09	3.813832721994789e-09	4.387092444338479e-09	5.040094998007292e-09	5.783105590314111e-09
Al2(g)	5.4561128915295125e-48	1.8631933756406028e-47	6.234863624421978e-47	2.0452873447735844e-46	6.5796180395594886e-46	2.076459514855579e-45	6.43097839421646e-45	1.9552972312238519e-44	5.838201761188263e-44	1.7124644720389416e-43	4.936089176947656e-43	1.3986320525971327e-42	3.8969108372572215e-42	1.0679941285737299e-41	2.8799241565156796e-41	7.643406687811673e-41	1.9971660519623963e-40	5.139109883849612e-40	1.3026601072095229e-39	3.253602894742238e-39	8.009525262534472e-39	1.943901523657512e-38	4.6524465024061066e-38	1.0983494173540913e-37	2.5583623480910047e-37	5.881044042819396e-37	1.3345173130895942e-36	2.9900338195043843e-36	6.616266432122087e-36	1.446225383564995e-35	3.1235211762896734e-35	6.667086286148117e-35	1.4067173291418496e-34	2.934614741325524e-34	6.054267360280176e-34	1.2354623416525538e-33	2.4942757760868265e-33	4.983042295838178e-33	9.852953720656365e-33	1.9286136295913785e-32	3.737787927825373e-32	7.173928189328787e-32	1.363808066343009e-31	2.568519704737063e-31	4.793184891804706e-31	8.864494853571189e-31	1.6249796802260263e-30	2.9531148345802446e-30	5.321379904120187e-30	9.509365947618497e-30	1.6855158526367477e-29	2.963722453471076e-29	5.17051581033488e-29	8.951358331055757e-29	1.5380437287104929e-28	2.623239237117482e-28	4.441813165657691e-28	7.467899131522513e-28	1.2468490670586482e-27	2.0676025535747693e-27	3.405786069006225e-27	5.573437762077557e-27	9.062369461153855e-27	1.4642981272722282e-26	2.3514822407887484e-26	3.753467698574131e-26	5.956015242131983e-26	9.396442204975398e-26	1.4740325025006952e-25	2.2995197060197343e-25	3.5678224972838344e-25	5.506225795413369e-25	8.453512539163419e-25	1.2912181655016808e-24	1.96239865806582e-24	2.967871516282763e-24	4.467014778583586e-24	6.691869218649831e-24	9.978786560509846e-24	1.4813233884863423e-23	2.1892969433594347e-23	3.2216774854852046e-23	4.720860722083729e-23	6.889066337516706e-23	1.0012375075213569e-22	1.449399575656995e-22	2.0900147100905483e-22	3.0023124048270787e-22	4.296769879025432e-22	6.126910887096665e-22	8.705367274713676e-22	1.2325676057946206e-21	1.739177115976871e-21	2.445776872060526e-21	3.4281484306763535e-21	4.789621883556455e-21	6.670678396873415e-21	9.26176048945014e-21	1.2820316379990122e-20	1.7693419025959454e-20	2.434770678932778e-20
Al2O(g)	9.616278156300677e-33	2.4911371298857417e-32	6.346623693707601e-32	1.5906497584926138e-31	3.923040970614913e-31	9.523903243712831e-31	2.276543889799758e-30	5.3595560603625936e-30	1.2430653563180137e-29	2.8411223521365916e-29	6.400783291809931e-29	1.4217979017988537e-28	3.1147021917600485e-28	6.730998843841331e-28	1.4352757553040181e-27	3.020582430916108e-27	6.275529864403956e-27	1.2874120237076314e-26	2.6085161460568386e-26	5.221291869416993e-26	1.0326874429534645e-25	2.0186577634171032e-25	3.900804430679589e-25	7.453093899251798e-25	1.4083210697111626e-24	2.632325999487008e-24	4.867874432687005e-24	8.908162105106855e-24	1.6135107264864e-23	2.89317815521768e-23	5.1366656278059036e-23	9.031754237233558e-23	1.5729981804611347e-22	2.714119352245458e-22	4.640367109774939e-22	7.86276410208278e-22	1.3206060418213358e-21	2.1989779218621993e-21	3.630707567035829e-21	5.945064744626381e-21	9.655789628479984e-21	1.5558035062357527e-20	2.4872887123750772e-20	3.9461158559825546e-20	6.213728267466088e-20	9.712679090863495e-20	1.5072826878739752e-19	2.3226447240637147e-19	3.554395660158861e-19	5.402629533336289e-19	8.15758456096505e-19	1.2237551726116623e-18	1.8241589973605996e-18	2.7022388119967635e-18	3.978637985106606e-18	5.823051603101764e-18	8.47280722877757e-18	1.225796988198118e-17	1.7635082552377273e-17	2.523227924209504e-17	3.5909301884039647e-17	5.083695658445111e-17	7.160180860700335e-17	1.0034350026431411e-16	1.3993405523966509e-16	1.942109960632116e-16	2.682791560954286e-16	3.6889984281777405e-16	5.049906607745761e-16	6.882650161040461e-16	9.340473225043196e-16	1.2623084758844804e-15	1.6989765777098237e-15	2.277590540793741e-15	3.0413795520544228e-15	4.045869923470141e-15	5.362143261504029e-15	7.080896867483146e-15	9.317489722018546e-15	1.2218196338246653e-14	1.596793740879778e-14	2.0799811953070576e-14	2.700682228041672e-14	3.4956262501905905e-14	4.5107335873095463e-14	5.803267865894154e-14	7.44446016727378e-14	9.522701889080461e-14	1.2147421995169403e-13	1.5453786501504696e-13	1.9608384233252154e-13	2.4816093790748734e-13	3.1328363086665533e-13	3.9453175702622705e-13	4.95670287513954e-13	6.212930618626091e-13	7.769950103885241e-13	9.695782158833476e-13	1.2072981193036916e-12	1.5001572908985479e-12	1.860255493193142e-12
Al2O2(g)	2.715868011580244e-30	6.564530246528282e-30	1.5618674649443328e-29	3.65893204435513e-29	8.442207650929136e-29	1.918973364582451e-28	4.29843818986627e-28	9.490667942007547e-28	2.0660496019137562e-27	4.4356180304694275e-27	9.393914699910106e-27	1.963025483659343e-26	4.048536601612781e-26	8.242656142613601e-26	1.657050369939304e-25	3.2900642968213335e-25	6.453157735423054e-25	1.2506530404089412e-24	2.395487616599754e-24	4.5356323416266705e-24	8.491049303859898e-24	1.572011710501058e-23	2.8787961653463614e-23	5.2157309141034537e-23	9.350946248343232e-23	1.6592723968262842e-22	2.914646154684336e-22	5.069241296431542e-22	8.731135465253689e-22	1.4895308808542757e-21	2.517436107266589e-21	4.215756074307953e-21	6.996442523772475e-21	1.1509047143751578e-20	1.876878370591278e-20	3.034874724376276e-20	4.866596942910583e-20	7.740356200810627e-20	1.2212859773403842e-19	1.911892538242781e-19	2.9700724516683317e-19	4.5792547328979005e-19	7.008296556238985e-19	1.0648409756090532e-18	1.6064801755724678e-18	2.4068390930397277e-18	3.581472231079698e-18	5.293949437088507e-18	7.77430449575096e-18	1.1343989709733882e-17	1.6449423104122534e-17	2.370681658696723e-17	3.396172884899686e-17	4.83677301909132e-17	6.848973851810191e-17	9.643903466095117e-17	1.350487478974471e-16	1.8810078606871212e-16	2.6061784758411035e-16	3.592373868667902e-16	4.926883177215193e-16	6.723959557157132e-16	9.13246366270702e-16	1.2345480684273047e-15	1.661237140671124e-15	2.2253814111111445e-15	2.9680508514685762e-15	3.941634835268124e-15	5.212702914708306e-15	6.865524621152985e-15	9.006385966239823e-15	1.176886635069833e-14	1.53202700944912e-14	1.9869442497439264e-14	2.5676242044921756e-14	3.306298903384334e-14	4.2428267598033936e-14	5.426352411186011e-14	6.917298168656975e-14	8.789747960196358e-14	1.113429499406021e-13	1.4061436359912216e-13	1.770561167531017e-13	2.222999896303802e-13	2.78321995406329e-13	3.475096519643365e-13	4.327414575030428e-13	5.374806374887947e-13	6.658855609275557e-13	8.22939604863989e-13	1.0146036848239021e-12	1.2479951740678688e-12	1.5315975156734159e-12	1.875505499614674e-12	2.291711944676637e-12	2.7944424064618e-12	3.4005455441105855e-12	4.129947937990667e-12	5.006183479326829e-12	6.057008974097936e-12	7.315119344156465e-12
SiO2(l)	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507	0.507
Si(g)	1.8117679471304378e-26	3.27358710000383e-26	5.868457580086555e-26	1.043926825454387e-25	1.84301004037714e-25	3.2296893451691965e-25	5.618642822464898e-25	9.705107753037484e-25	1.664664311390004e-24	2.8357502034405742e-24	4.7982233517929976e-24	8.065270366807228e-24	1.3469045870695473e-23	2.235045172494436e-23	3.685685064169439e-23	6.040629900163633e-23	9.840717654351666e-23	1.5936727475753819e-22	2.5659342426415962e-22	4.10781599067719e-22	6.539424723532543e-22	1.0353190601275565e-21	1.6302603763482028e-21	2.553458864071213e-21	3.978597234907343e-21	6.167362558059758e-21	9.512083686574429e-21	1.459808700278367e-20	2.2294458033748528e-20	3.388553491533285e-20	5.126054294526837e-20	7.718584997797232e-20	1.1569411444360814e-19	1.726381011047955e-19	2.5647548299149512e-19	3.793763076747234e-19	5.587793476112274e-19	8.195704151960944e-19	1.197119048810069e-18	1.7414952228984027e-18	2.5233020580613098e-18	3.6417132545646455e-18	5.235507314328222e-18	7.498160338900367e-18	1.06984157011525e-17	1.5208218475705682e-17	2.1540518930402742e-17	3.040025582047956e-17	4.275288177898416e-17	5.991615980271722e-17	8.36827304612219e-17	1.1648323616085705e-16	1.6160273284367396e-16	2.234668982933745e-16	3.0801938187938477e-16	4.2321781039819436e-16	5.796838138708893e-16	7.915523922416153e-16	1.0775785393494725e-15	1.4625749291691318e-15	1.9792744573799124e-15	2.670736508835716e-15	3.593447200951896e-15	4.8213030155178074e-15	6.450715981707026e-15	8.60713910458247e-15	1.1453385705711169e-14	1.5200208972289596e-14	2.0119722179824895e-14	2.6562380433208122e-14	3.497841697344942e-14	4.594483784637466e-14	6.019933606409276e-14	7.868279989972446e-14	1.0259247105524853e-13	1.3344827068874423e-13	1.7317537074905944e-13	2.242067637472707e-13	2.8961039842515125e-13	3.732464281810982e-13	4.79961294639266e-13	6.15826776831916e-13	7.884338197663866e-13	1.007252964517331e-12	1.284075593565783e-12	1.6335530475879308e-12	2.0738540419333145e-12	2.6274648038527425e-12	3.322161070763691e-12	4.192186657539047e-12	5.279679857796976e-12	6.636396652628695e-12	8.325788746566385e-12	1.0425505048849563e-11	1.303039761334285e-11	1.6256127523239324e-11	2.024348307715803e-11	2.516354226653832e-11	3.122383434589206e-11	3.8675681759796907e-11	4.782293433934979e-11
SiO(g)	4.070168624859442e-13	5.823031822347154e-13	8.290565723498575e-13	1.1747863758717684e-12	1.656966711213482e-12	2.3264203522189054e-12	3.251774982589038e-12	4.525307220558838e-12	6.2705753060711146e-12	8.652348011991483e-12	1.1889469917315968e-11	1.627146733810394e-11	2.2179901727111985e-11	3.011572628849251e-11	4.07342064692484e-11	5.488933717992372e-11	7.369014236442553e-11	9.857179149361015e-11	1.3138513096056836e-10	1.745090275009415e-10	2.3099088039954652e-10	3.047218080557479e-10	4.006543855973812e-10	5.250724418189751e-10	6.859243596027666e-10	8.932336143471064e-10	1.159602987086297e-09	1.500832068195721e-09	1.9366713979451243e-09	2.4917409556201317e-09	3.196645804285705e-09	4.0893276303213175e-09	5.216697805651121e-09	6.636605580662836e-09	8.420204237601122e-09	1.065478866554565e-08	1.3447190045673935e-08	1.6927827366662966e-08	2.1255531554412963e-08	2.6623276351484403e-08	3.326497099947005e-08	4.1463493569709126e-08	5.1560170792086914e-08	6.396594081812751e-08	7.91744699275984e-08	9.777753318843262e-08	1.2048301298804702e-07	1.481359186914133e-07	1.8174288601298176e-07	2.225006766268551e-07	2.718292677431386e-07	3.3141019855902137e-07	4.032309264164548e-07	4.896360409851287e-07	5.933862907199423e-07	7.177264931569807e-07	8.664635303159971e-07	1.0440557736390816e-06	1.2557154406542895e-06	1.5075255591160901e-06	1.8065734050201316e-06	2.161102489974435e-06	2.5806854023580555e-06	3.076420057019298e-06	3.661152181542652e-06	4.349727165005554e-06	5.159274719406515e-06	6.109530156381894e-06	7.223196464363857e-06	8.526351785934607e-06	1.0048907343880598e-05	1.1825121349486086e-05	1.3894174950144467e-05	1.6300816837737837e-05	1.9096083746769856e-05	2.233810472444316e-05	2.609299775622237e-05	3.0435868082528477e-05	3.5451918347726596e-05	4.123768158419376e-05	4.7902388954757274e-05	5.556948515900697e-05	6.437830545574226e-05	7.448592936803167e-05	8.6069227321977e-05	9.932711772816776e-05	0.00011448305334910653	0.00013178775720929813	0.00015152222980053826	0.0001740010509157467	0.00019957600111384253	0.0002286400295781968	0.00026163159698507624	0.0002990394239491915	0.0003414076776633282	0.00038934163150105254	0.0004435138346079205	0.0005046708308700958	0.0005736404691218365	0.0006513398490373115	0.0007387839498494111
SiO2(g)	3.376836554231569e-12	4.573457204924306e-12	6.1687166666548475e-12	8.28697228777028e-12	1.1088738250926004e-11	1.4780427631775204e-11	1.9626509679297875e-11	2.5964628253308355e-11	3.422433850779849e-11	4.495025010165032e-11	5.883051956892486e-11	7.673181550808178e-11	9.97420919117853e-11	1.2922275169531234e-10	1.668720692553761e-10	2.1480207323386283e-10	2.756314747204372e-10	3.5259766871566273e-10	4.496913453183695e-10	5.718178300890242e-10	7.24989939484048e-10	9.165578971344699e-10	1.1554827209620058e-09	1.452660471566738e-09	1.8213058619016596e-09	2.2774049809647733e-09	2.840248295229628e-09	3.5330566771164268e-09	4.38371498754297e-09	5.425629728319666e-09	6.698729500037852e-09	8.250629473669147e-09	1.0137983832284025e-08	1.2428053187476743e-08	1.5200517349071856e-08	1.8549567553816116e-08	2.2586316367833328e-08	2.7441567998947244e-08	3.3268996720464656e-08	4.024878655092343e-08	4.85917912895969e-08	5.854428051148291e-08	7.03933442159463e-08	8.447303653931791e-08	1.0117134732417146e-07	1.2093809942873886e-07	1.4429387950198843e-07	1.7184012058786577e-07	2.042704664014817e-07	2.423835594870831e-07	2.870974087700965e-07	3.394655063013507e-07	4.006948783100874e-07	4.7216627208255136e-07	5.554566977151445e-07	6.523645625054217e-07	7.649376556906622e-07	8.955042624727122e-07	1.046707708829451e-06	1.2215446625571589e-06	1.423407541362355e-06	1.6561314056757502e-06	1.9240457422416126e-06	2.2320315744874462e-06	2.5855843672490086e-06	2.990883226652232e-06	3.454866930884845e-06	3.985317364254334e-06	4.590950965373992e-06	5.281518840567905e-06	6.067916235676067e-06	6.962302103398655e-06	7.978229549164088e-06	9.13078798626694e-06	1.0436757880707625e-05	1.1914779017792483e-05	1.3585533276127629e-05	1.547194295017178e-05	1.759938571997933e-05	1.9995927426192915e-05	2.2692573869690814e-05	2.5723542918550487e-05	2.9126558270144518e-05	3.294316628318796e-05	3.721907736338356e-05	4.200453345690394e-05	4.735470327831066e-05	5.333010697345955e-05	5.999707199359827e-05	6.742822203395519e-05	7.570300096871617e-05	8.490823379426007e-05	9.513872667368104e-05	0.00010649790825805533	0.0001190985145433154	0.00013306331960591175	0.00014852591464564624	0.00016563153784978244	0.000184537957678919	0.0002054164122616534	0.00022845260767203764
Si2(g)	3.5533540557609876e-46	9.700548010028512e-46	2.6129992487059287e-45	6.946752960198858e-45	1.8232043308717992e-44	4.725070039503465e-44	1.2095011870056136e-43	3.0586693232322176e-43	7.643413807178938e-43	1.887855507623343e-42	4.6096944488841585e-42	1.1129884228536695e-41	2.657755901292237e-41	6.27818438953246e-41	1.467351002878261e-40	3.3939018623292482e-40	7.769842042846864e-40	1.7609746253414044e-39	3.9518500020431303e-39	8.782756593391123e-39	1.933388272857049e-38	4.216365038670171e-38	9.110864227636916e-38	1.9509803918738865e-37	4.140819553299471e-37	8.712169898601983e-37	1.817347785586617e-36	3.7591098578924395e-36	7.711332117267468e-36	1.5690326713451826e-35	3.167029995493866e-35	6.342319104743861e-35	1.2603076164257235e-34	2.485382225022034e-34	4.864658523351606e-34	9.451642633182573e-34	1.8230981799467608e-33	3.491496530051753e-33	6.639904623681658e-33	1.254034714511444e-32	2.3523533774425722e-32	4.3831632824682254e-32	8.113544788407659e-32	1.492163458514167e-31	2.726772362047872e-31	4.951663599042779e-31	8.936455847466046e-31	1.6029971076740265e-30	2.8582083412374645e-30	5.066270875969764e-30	8.928020494736164e-30	1.5643441148588178e-29	2.7255684111473873e-29	4.722436901765179e-29	8.137582521528179e-29	1.3946974096352886e-28	2.3776855957757015e-28	4.0322971815009888e-28	6.803109911728063e-28	1.1419624739989504e-27	1.9072933151225054e-27	3.169828460546873e-27	5.2424871284961066e-27	8.628840937808507e-27	1.413548147740178e-26	2.3048402072472028e-26	3.7408611734462713e-26	6.044089258741965e-26	9.721786806810074e-26	1.556840770236399e-25	2.482284870748091e-25	3.9408901065103924e-25	6.230139878207053e-25	9.808149279538072e-25	1.5377534541987775e-24	2.4011587112571573e-24	3.734334703058206e-24	5.784783597159368e-24	8.926174425260938e-24	1.3720516666825613e-23	2.100992399263149e-23	3.205155495333221e-23	4.8715329356729356e-23	7.377259135831025e-23	1.113160708431271e-22	1.673687430488114e-22	2.5076352856045666e-22	3.7441001477601286e-22	5.571123809985291e-22	8.261697855507176e-22	1.2210839047074318e-21	1.7988280435347627e-21	2.641311808055732e-21	3.865923117538223e-21	5.640370222463347e-21	8.203513947385399e-21	1.1894519764055226e-20	1.7193531110073736e-20	2.4778250654388402e-20	3.5602423089736696e-20	5.100438531870483e-20
Si2O2(g)	1.6745537019953974e-25	3.161157728511363e-25	5.91657237401908e-25	1.0981067666041488e-24	2.0213469640059095e-24	3.690870271117633e-24	6.686151804906168e-24	1.2018476594136592e-23	2.1439412399093997e-23	3.796028936231926e-23	6.67207126342817e-23	1.1643034710143457e-22	2.017457610156178e-22	3.471620821051119e-22	5.933423355714666e-22	1.0073439449259043e-21	1.6990357540593586e-21	2.8472866451402173e-21	4.741483183630964e-21	7.846948726481837e-21	1.290740875612327e-20	2.110454103870649e-20	3.4304984094836896e-20	5.544058445503468e-20	8.909050552687945e-20	1.4236750454779962e-19	2.2626009182504446e-19	3.5765438222574625e-19	5.623641145527514e-19	8.796485027307494e-19	1.368914897952451e-18	2.1196140961478593e-18	3.2657786719374294e-18	5.00728180967282e-18	7.640778615580987e-18	1.1604533886481399e-17	1.7543076535105534e-17	2.640003744205381e-17	3.955087663013974e-17	5.899182769754206e-17	8.760773983846332e-17	1.2955019283628548e-16	1.907691145170212e-16	2.7975722753137003e-16	4.0858842744356295e-16	5.943605376066806e-16	8.611922809456285e-16	1.2429770029477506e-15	1.7871659088382147e-15	2.559946842811172e-15	3.653308060954496e-15	5.194639221892453e-15	7.359735757198725e-15	1.0390353032600587e-14	1.4617822618930405e-14	2.049471919675813e-14	2.863718439652329e-14	3.9881312805965606e-14	5.535803539322624e-14	7.659225950712129e-14	1.056337211984532e-13	1.4522917336232338e-13	1.9904829495825672e-13	2.7197921504556995e-13	3.705139899450601e-13	5.032499866701629e-13	6.815401996430417e-13	9.20334415808268e-13	1.2392642813048172e-12	1.6640392439933937e-12	2.2282377010499467e-12	2.975599261679607e-12	3.962950803789568e-12	5.263932125622119e-12	6.97372787738669e-12	9.215062802086057e-12	1.214577916178833e-11	1.5968391027184237e-11	2.094210279994093e-11	2.739789242638129e-11	3.575739742826106e-11	4.655650909514915e-11	6.047478285599688e-11	7.837201796646414e-11	1.0133365547713896e-10	1.3072699973276325e-10	1.6827069686733195e-10	2.1612041738183862e-10	2.769743047222005e-10	3.5420248630248323e-10	4.520058192348031e-10	5.756100852979518e-10	7.315030876788095e-10	9.277235697506454e-10	1.1742126130115606e-09	1.483240222879699e-09	1.8699222299706755e-09	2.352845481445747e-09	2.9548226418450505e-09	3.7038018457100124e-09	4.633961037224288e-09
